assignment__id	date	time	action	originator	role	responsible__name	responsible__role	old__value	new__value	comment
42	2026-03-11	09:46:52	7	siva	5	dhanu01	2			
43	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
43	2026-02-26	04:44:57	8	admin	4	dhanu02	2		1	
43	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
43	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
43	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
43	2026-03-10	14:42:49	7	siva	5	ayoo100	1			
43	2026-03-10	15:33:03	7	siva	5	ayoo100	1			
43	2026-03-10	15:53:32	7	siva	5	ayoo51	1			
44	2026-02-26	04:44:57	1	admin	4	dhanu01	2			
44	2026-02-26	04:44:57	8	admin	4	dhanu01	2		1	
44	2026-02-26	04:44:57	9	admin	4	dhanu01	2		0	
44	2026-02-26	04:44:57	6	admin	4	dhanu01	2		0	
44	2026-02-26	04:44:57	10	admin	4	dhanu01	2			
44	2026-03-10	05:24:58	7	siva	5	ayoo01	1			
44	2026-03-10	09:43:51	7	siva	5	ayoo02	1			
44	2026-03-10	10:36:06	7	siva	5	ayoo05	1			
44	2026-03-11	04:51:16	7	siva	5	ayoo07	1			
44	2026-03-11	09:46:54	7	siva	5	dhanu01	2			
45	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
45	2026-02-26	04:44:57	8	admin	4	dhanu02	2		-1	
45	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
45	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
45	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
45	2026-03-10	13:20:59	7	siva	5	ayoo51	1			
45	2026-03-10	13:24:25	7	siva	5	ayoo51	1			
45	2026-03-10	14:33:48	7	siva	5	ayoo51	1			
45	2026-03-10	14:55:28	7	siva	5	ayoo52	1			
45	2026-03-11	05:25:53	7	siva	5	ayoo100	1			
46	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
46	2026-02-26	04:44:57	8	admin	4	dhanu02	2		1	
46	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
46	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
46	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
47	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
47	2026-02-26	04:44:57	8	admin	4	dhanu02	2		-1	
47	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
47	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
47	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
47	2026-03-10	13:20:57	7	siva	5	ayoo51	1			
47	2026-03-10	13:24:22	7	siva	5	ayoo51	1			
47	2026-03-10	14:21:51	7	siva	5	ayoo51	1			
47	2026-03-10	15:51:41	7	siva	5	ayoo100	1			
47	2026-03-10	15:53:26	7	siva	5	ayoo51	1			
48	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
48	2026-02-26	04:44:57	8	admin	4	dhanu02	2		1	
48	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
48	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
48	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
48	2026-03-10	14:42:54	7	siva	5	ayoo100	1			
48	2026-03-10	15:33:06	7	siva	5	ayoo100	1			
48	2026-03-10	15:53:35	7	siva	5	ayoo51	1			
49	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
49	2026-02-26	04:44:57	8	admin	4	dhanu02	2		1	
49	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
49	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
49	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
49	2026-03-11	05:37:26	7	siva	5	ayoo51	1			
50	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
50	2026-02-26	04:44:57	8	admin	4	dhanu02	2		1	
50	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
50	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
50	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
50	2026-03-10	14:42:51	7	siva	5	ayoo100	1			
50	2026-03-10	15:33:05	7	siva	5	ayoo100	1			
50	2026-03-10	15:53:34	7	siva	5	ayoo51	1			
51	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
51	2026-02-26	04:44:57	8	admin	4	dhanu02	2		1	
51	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
51	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
51	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
52	2026-02-26	04:44:57	1	admin	4	dhanu02	2			
52	2026-02-26	04:44:57	8	admin	4	dhanu02	2		-1	
52	2026-02-26	04:44:57	9	admin	4	dhanu02	2		0	
52	2026-02-26	04:44:57	6	admin	4	dhanu02	2		0	
52	2026-02-26	04:44:57	10	admin	4	dhanu02	2			
52	2026-03-10	13:20:54	7	siva	5	ayoo51	1			
52	2026-03-10	13:24:20	7	siva	5	ayoo51	1			
52	2026-03-10	14:33:45	7	siva	5	ayoo51	1			
52	2026-03-10	14:55:25	7	siva	5	ayoo52	1			
52	2026-03-11	05:25:50	7	siva	5	ayoo100	1			
53	2026-02-26	04:44:57	1	admin	4	dhanu01	2			
53	2026-02-26	04:44:57	8	admin	4	dhanu01	2		-1	
53	2026-02-26	04:44:57	9	admin	4	dhanu01	2		0	
53	2026-02-26	04:44:57	6	admin	4	dhanu01	2		0	
53	2026-02-26	04:44:57	10	admin	4	dhanu01	2			
53	2026-03-10	05:23:59	7	siva	5	ayoo01	1			
53	2026-03-10	10:21:53	7	siva	5	ayoo03	1			
53	2026-03-11	11:12:00	7	siva	5	dhanu01	2			
54	2026-02-26	04:44:57	1	admin	4	dhanu01	2			
54	2026-02-26	04:44:57	8	admin	4	dhanu01	2		-1	
54	2026-02-26	04:44:57	9	admin	4	dhanu01	2		0	
54	2026-02-26	04:44:57	6	admin	4	dhanu01	2		0	
54	2026-02-26	04:44:57	10	admin	4	dhanu01	2			
54	2026-03-10	05:23:57	7	siva	5	ayoo01	1			
